frame.number	frame.time_epoch	ip.src	ip.dst	tcp.srcport	tcp.dstport	tls.handshake.session_id	tls.record.version	tls.handshake.type	tls.handshake.random	tls.handshake.ciphersuite	tls.handshake.extensions_supported_group	tls.handshake.extensions_key_share_group	tls.handshake.extensions_key_share_key_exchange	tls.handshake.modulus	tls.handshake.exponent	tls.handshake.certificate	tls.handshake.p	tls.handshake.g	tls.handshake.ys	tls.handshake.yc	tls.handshake.server_point	tls.handshake.client_point	tls.handshake.sig	tls.handshake.epms	tls.handshake.epms_len
2355	1743638038.178876000	104.18.137.67	192.168.0.235	443	52029		0x0303,0x0303	4,4																	
2363	1743638038.196569000	54.230.10.4	192.168.0.235					2,8	c5f4b53efda0a94651022272074446212252a566877e8e457fd573624ff03bee	0x1301		29	d94c41319605233bfab0adb3f871372dc7fafb8ab744bb6d3171a1d34d393730												
2364	1743638038.197349000	54.230.10.4	192.168.0.235																						
2365	1743638038.197349000	54.230.10.4	192.168.0.235																						
2366	1743638038.197349000	54.230.10.4	192.168.0.235																						
2367	1743638038.197349000	54.230.10.4	192.168.0.235					11,15,20								308205da308204c2a00302010202100fd4addf2ae023444fc14c8e1a28fb7f300d06092a864886f70d01010b0500303c310b3009060355040613025553310f300d060355040a1306416d617a6f6e311c301a06035504031313416d617a6f6e205253412032303438204d3031301e170d3234303733303030303030305a170d3235303730333233353935395a301b3119301706035504030c102a2e636c6f756466726f6e742e6e657430820122300d06092a864886f70d01010105000382010f003082010a0282010100c30a421c48ea1bceaddd09029fabff1375b0ce2f0478c3de3c524752964dda81a7c07af9e354ade45cccc52ea3ebb112b0d2d72469fcbdea3964ece8667463f409428c0e8473f0b1cb5584e0abfa4de4de9f75a4dd90c29ce7aaeb21752054e2b143b58ebb06f365ffb989b97720d347d44e796ab470c656cb8625832549c018744163ff476280d910f98d93b77b7b9c5f5872318e55cda0e2db4990a7d3e8d5ed17b4ea23977c93f9beab4e963860a356194ddc199ee44c11396bccd0275ea1890a7c4249096f4af1bd7e8909bc87a0ffc46476aa00c691b16588155c6b0453ff9f8b05cfbd1b4723d1618692ef1b82250b3c8dcfab619365cc7f7b303f12a10203010001a38202f7308202f3301f0603551d2304183016801481b80e638a891218e5fa3b3b50959fe6e5901385301d0603551d0e04160414db3f5de058acf98ae41e2aab2de33855f3bf38b0302b0603551d1104243022820e636c6f756466726f6e742e6e657482102a2e636c6f756466726f6e742e6e657430130603551d20040c300a3008060667810c010201300e0603551d0f0101ff0404030205a0301d0603551d250416301406082b0601050507030106082b06010505070302303b0603551d1f043430323030a02ea02c862a687474703a2f2f63726c2e72326d30312e616d617a6f6e74727573742e636f6d2f72326d30312e63726c307506082b0601050507010104693067302d06082b060105050730018621687474703a2f2f6f6373702e72326d30312e616d617a6f6e74727573742e636f6d303606082b06010505073002862a687474703a2f2f6372742e72326d30312e616d617a6f6e74727573742e636f6d2f72326d30312e636572300c0603551d130101ff040230003082017c060a2b06010401d6790204020482016c04820168016600760012f14e34bd53724c840619c38f3f7a13f8e7b56287889c6d300584ebe586263a000001910242534d0000040300473045022100f46e980e041475117896aeb53b04c289dca1b8026ed168f4066ed9e45ff6b78b022073951e54ad9b516ba5689a814997647835015b56c510a50b7e2e497b680963a20075007d591e12e1782a7b1c61677c5efdf8d0875c14a04e959eb9032fd90e8c2e79b8000001910242538b000004030046304402203ed6d9c75898a40ebb1f5ec303e6b96ca7d90dfbd4d54af1ec49dbd6cbccf6bf02204e583eac5d63e8ae7f0be5b60ce32d3f4b57e6298b88770f58a485d6fa66e837007500e6d2316340778cc1104106d771b9cec1d240f6968486fbba87321dfd1e378e5000000191024253ae000004030046304402205741e3f850f3445bc74efc1ca34029bf722d8c2bb66d3e1c8faa96732583067102207a7b1ff6c5b18fd2ad97d4dedc87f10893bd37a1ae95db62465fa2bf741938d9300d06092a864886f70d01010b05000382010100b709a459a031a564b6f3246e2778773624ea3e357540646d565f4a62278bafa57b839286f8312ad89bbf37ee7af39e7abbfe3fec29fc89c1e6604e662cf5bc515c228c2017d07ea6bd37cfbc1dbd099842d09554f78db081e9620e70e82a0bc0fdebbc75b80291fb459275d9e2fd801e88ff694787f79f8e81f7e84990f26e0ebf7e3ae654d91d36020844c31077d439235ecf912cc4dbff026f7a2de22b8fb97f3cf6d4c8f804a3d4abbc40c22de7d16b94709c401ec0b253e338f3979f89ef6c60f6a92f00decc1c8388f7599053e2aedf26fa935ffe3b4455aaa442dd4078874407d4f1878b1d07b3de5d7982ca588d33ae6fe9621fd29f2f6ff5760146e6,3082045e30820346a0030201020213077312380b9d6688a33b1ed9bf9ccda68e0e0f300d06092a864886f70d01010b05003039310b3009060355040613025553310f300d060355040a1306416d617a6f6e3119301706035504031310416d617a6f6e20526f6f742043412031301e170d3232303832333232323132385a170d3330303832333232323132385a303c310b3009060355040613025553310f300d060355040a1306416d617a6f6e311c301a06035504031313416d617a6f6e205253412032303438204d303130820122300d06092a864886f70d01010105000382010f003082010a0282010100eb712ca9cb1f8828923230af8a570f78b73725955587ac675c97d322c8daa214676b7cf067dae2032ab356125dc6b547f96708a7937a9592180fb4f9f910369a7f2f80b64fba134ec75d531ee0dd96330720d396bc12e4745042a1051373b54f9b4424fe2d7fedbc2285ec362133977506ce271882dce3d9c582078d5e26012626671fd93f13cf32ba6bad7864fcaaff0e023c07df9c0578728cfdea75b7032884dae86e078cd05085ef8154b2716eec6d62ef8f94c35ee9c4a4d091c02e249198caeeba258ed4f671b6fb5b6b38064837478d86dcf2ea06fb76377d9eff424e4d588293cfe271c278b17aab4b5b94378881e4d9af24aef872c565fb4bb451e70203010001a382015a3082015630120603551d130101ff040830060101ff020100300e0603551d0f0101ff040403020186301d0603551d250416301406082b0601050507030106082b06010505070302301d0603551d0e0416041481b80e638a891218e5fa3b3b50959fe6e5901385301f0603551d230418301680148418cc8534ecbc0c94942e08599cc7b2104e0a08307b06082b06010505070101046f306d302f06082b060105050730018623687474703a2f2f6f6373702e726f6f746361312e616d617a6f6e74727573742e636f6d303a06082b06010505073002862e687474703a2f2f6372742e726f6f746361312e616d617a6f6e74727573742e636f6d2f726f6f746361312e636572303f0603551d1f043830363034a032a030862e687474703a2f2f63726c2e726f6f746361312e616d617a6f6e74727573742e636f6d2f726f6f746361312e63726c30130603551d20040c300a3008060667810c010201300d06092a864886f70d01010b05000382010100ad00de0205232e063262b46bb19416e41140de2bfa59c135efe0aa8f2b41b9d1f38739001df23db5a7470c0606c691f3075702d4edbd17c1909abf4875a2074f30dd4a6a42b50d3d15c00ffe845bc63c99cc5752b1d86e12d59692934b94e507e88982086a7a34d49e64e13d876a92909a63a14bf88fb6ea34d305be20c2de06e28c9f738b9f4d3985cace19369d85c99ec9f8503fb67e88a1efca84068b50b40a5ca61c44f1fdc8614060f26125aa07f4c7c27375e40c0b428d04e55f4448995b7b898196a7889d4b0d62e804c4d7feb4e8b26dcaecc01cbc385b1ddf85ce5b7ae3494b6cb9a7ddf405b249ade1c5146bc2ccebcd7fd65869bac3207e7fb0b8,308204923082037aa0030201020213067f944a2a27cdf3fac2ae2b01f908eeb9c4c6300d06092a864886f70d01010b0500308198310b30090603550406130255533110300e060355040813074172697a6f6e61311330110603550407130a53636f74747364616c6531253023060355040a131c537461726669656c6420546563686e6f6c6f676965732c20496e632e313b303906035504031332537461726669656c6420536572766963657320526f6f7420436572746966696361746520417574686f72697479202d204732301e170d3135303532353132303030305a170d3337313233313031303030305a3039310b3009060355040613025553310f300d060355040a1306416d617a6f6e3119301706035504031310416d617a6f6e20526f6f74204341203130820122300d06092a864886f70d01010105000382010f003082010a0282010100b2788071ca78d5e371af478050747d6ed8d78876f49968f7582160f97484012fac022d86d3a0437a4eb2a4d036ba01be8ddb48c80717364cf4ee8823c73eeb37f5b519f84968b0ded7b976381d619ea4fe8236a5e54a56e445e1f9fdb416fa74da9c9b35392ffab02050066c7ad080b2a6f9afec47198f503807dca2873958f8bad5a9f948673096ee94785e6f89a351c0308666a14566ba54eba3c391f948dcffd1e8302d7d2d747035d78824f79ec4596ebb738717f2324628b843fab71daacab4f29f240e2d4bf7715c5e69ffea9502cb388aae50386fdbfb2d621bc5c71e54e177e067c80f9c8723d63f40207f2080c4804c3e3b24268e04ae6c9ac8aa0d0203010001a38201313082012d300f0603551d130101ff040530030101ff300e0603551d0f0101ff040403020186301d0603551d0e041604148418cc8534ecbc0c94942e08599cc7b2104e0a08301f0603551d230418301680149c5f00dfaa01d7302b3888a2b86d4a9cf2119183307806082b06010505070101046c306a302e06082b060105050730018622687474703a2f2f6f6373702e726f6f7467322e616d617a6f6e74727573742e636f6d303806082b06010505073002862c687474703a2f2f6372742e726f6f7467322e616d617a6f6e74727573742e636f6d2f726f6f7467322e636572303d0603551d1f043630343032a030a02e862c687474703a2f2f63726c2e726f6f7467322e616d617a6f6e74727573742e636f6d2f726f6f7467322e63726c30110603551d20040a300830060604551d2000300d06092a864886f70d01010b050003820101006237425cbc10b53e8b2ce90c9b6c45e207007af9c5580bb9088c3eedb3253cb56f50e4cd356aa79334963221a94844ab9ced3db4aa736de47f1680896ccf280318834779a3107e305bac3bb060e077d408a6e11d7c5ec0bbf99a7b229da700097eac461783dc9c265799303962968feddadeaac5cc1b3eca43686c5716bcd50e202efeffc26a5d2ea04a6d14588794e639315f7c73cb90886a84119627a6edd98146a67ea372000a523e83880763778969170f3985d2ab08454dd0513afd5d5d37644c7e30b25524429d36b05d9c178161f1caf9100224abeb0d74918d7b4529503988b2a68935251e146a4723312f5c9afaad9a0e6251a42aa9c4f9349d2118,308204753082035da003020102020900a70e4a4c3482b77f300d06092a864886f70d01010b05003068310b300906035504061302555331253023060355040a131c537461726669656c6420546563686e6f6c6f676965732c20496e632e31323030060355040b1329537461726669656c6420436c61737320322043657274696669636174696f6e20417574686f72697479301e170d3039303930323030303030305a170d3334303632383137333931365a308198310b30090603550406130255533110300e060355040813074172697a6f6e61311330110603550407130a53636f74747364616c6531253023060355040a131c537461726669656c6420546563686e6f6c6f676965732c20496e632e313b303906035504031332537461726669656c6420536572766963657320526f6f7420436572746966696361746520417574686f72697479202d20473230820122300d06092a864886f70d01010105000382010f003082010a0282010100d50c3ac42af94ee2f5be19975f8e8853b11f3fcbcf9f20136d293ac80f7d3cf76b763863d93660a89b5e5c0080b22f597ff687f9254386e7691b529a90e171e3d82d0d4e6ff6c849d9b6f31a56ae2bb67414ebcffb26e31aba1d962e6a3b5894894756ff25a093705383da847414c3679e04683adf8e405a1d4a4ecf43913be756d60070cb52ee7b7dae3ae7bc31f945f6c260cf1359022b80cc3447dfb9de90656d02cf2c91a6a6e7de8518497c664ea33a6da9b5ee342eba0d03b833df47ebb16b8d25d99bce81d1454632967087de020e494385b66c73bb64ea6141acc9d454df872fc722b226cc9f5954689ffcbe2a2fc4551c75406017850255398b7f050203010001a381f03081ed300f0603551d130101ff040530030101ff300e0603551d0f0101ff040403020186301d0603551d0e041604149c5f00dfaa01d7302b3888a2b86d4a9cf2119183301f0603551d23041830168014bf5fb7d1cedd1f86f45b55acdcd710c20ea988e7304f06082b0601050507010104433041301c06082b060105050730018610687474703a2f2f6f2e7373322e75732f302106082b060105050730028615687474703a2f2f782e7373322e75732f782e63657230260603551d1f041f301d301ba019a0178615687474703a2f2f732e7373322e75732f722e63726c30110603551d20040a300830060604551d2000300d06092a864886f70d01010b05000382010100231de38a57ca7de917794cf11e55fdcc536e3e470fdfc655f2b20436ed801f53c45d34286bbec755fc67eacb3f7f90b233cd1b58108202f8f82ff51360d405cef18108c1dda775974f18b96ddef7939108ba7e402cedc1eabb769e3306771d0d087f53dd1b64ab8227f169d54d5eaef4a1c375a758442df23c7098acba69b695777f0f315e2cfca0873a4769f0795ff41454a4955e1178126027ce9fc277ff2353775dbaffea59e7dbcfaf9296ef249a35107a9c91c60e7d99f63f19dff57254e115a907597b83bf522e468cb20064761c48d3d879e86e56ccae2c0390d7193899e4ca09195bff0796b0a87f3449df56a9f7b05fed33ed8c47b730035df4038c									
2372	1743638038.199199000	192.168.0.235	54.230.10.4					20																	
2375	1743638038.200630000	151.101.190.167	192.168.0.235	443	52030	46425fd6453650d5adcc6b29653855550228ae9cfd1ae910bf37d647625d434f	0x0303,0x0303,0x0303	2,8	c16f0f8312bed55644200acbe0a84404edc2c9c07859d10daa9cedfa2394f301	0x1301		29	e0d44b4c261c7311fe9f2a9120c418eac21fe65c06ac40a3b452255dcdc2b11f												
2379	1743638038.201011000	151.101.190.167	192.168.0.235	443	52030		0x0303,0x0303,0x0303,0x0303	11,15,20,4								308206623082054aa0030201020210011ad6a45d28be79506d3758582ea48e300d06092a864886f70d01010b05003058310b300906035504061302424531193017060355040a1310476c6f62616c5369676e206e762d7361312e302c06035504031325476c6f62616c5369676e2041746c617320523320445620544c532043412032303234205132301e170d3234303730343231333531345a170d3235303830353231333531335a30143112301006035504030c097477697463682e747630820122300d06092a864886f70d01010105000382010f003082010a0282010100aa0e51dede977b3be87ed1b01fc6d0c24b603b78b1979c3eb3b48cc3008274d06c4b130a312ebf327ff2d86430d903441b3d79f623a0840a39b0964de7e8005121a135625836a4f12613cc1080daba9a5c3c1a49b77fed24fd1d9e7d1988f51242cc73f905952072c44edec0026cbcba804236a534e13d08b9246d95b6cffb8abf2365d82a72652afc4aafbda76a3320958202f02d0766b137c703f275f3d453b631e46693a238ab8923e56a03f8a1d51770e159211ff6ab6fde9c43e2cfeef2836ec9d5c8393015d1afe107ebe0fbebc7bfabd76d1d31495e8b22d721aa83180c67be41fc2ed7492c934559db78d1adf324369206a0b1b243d31bb00d5e18f90203010001a382036a3082036630210603551d11041a301882097477697463682e7476820b2a2e7477697463682e7476300e0603551d0f0101ff0404030205a0301d0603551d250416301406082b0601050507030106082b06010505070302301d0603551d0e04160414d0c945a0f883066c14093710e36ab02199ee21db30570603551d200450304e3008060667810c0102013042060a2b06010401a0320a01033034303206082b06010505070201162668747470733a2f2f7777772e676c6f62616c7369676e2e636f6d2f7265706f7369746f72792f300c0603551d130101ff0402300030819e06082b0601050507010104819130818e304006082b060105050730018634687474703a2f2f6f6373702e676c6f62616c7369676e2e636f6d2f63612f677361746c617372336476746c736361323032347132304a06082b06010505073002863e687474703a2f2f7365637572652e676c6f62616c7369676e2e636f6d2f6361636572742f677361746c617372336476746c7363613230323471322e637274301f0603551d23041830168014af0d02d0c31b9e58f8ef37622de7035d9e414a8a30480603551d1f0441303f303da03ba0398637687474703a2f2f63726c2e676c6f62616c7369676e2e636f6d2f63612f677361746c617372336476746c7363613230323471322e63726c3082017e060a2b06010401d6790204020482016e0482016a016800760012f14e34bd53724c840619c38f3f7a13f8e7b56287889c6d300584ebe586263a000001907fac4584000004030047304502206599327d98c6df785e5be90b5f55e916f7942ce4ff465b663187d0136a8d9e1d022100e2c1fd7dd6d42dda5af8c90747b71857b28d14d4e998bb496835eeee176422c30077007d591e12e1782a7b1c61677c5efdf8d0875c14a04e959eb9032fd90e8c2e79b8000001907fac461b0000040300483046022100adb3769b42011f67602e6908ce3cc0b2fb747914d24b7cb19da827e65d40d4ab022100a5a398fe4bf09cb56591b114eeaaa83f61847be60efe61c37057997b41a6d53e007500dddcca3495d7e11605e79532fac79ff83d1c50dfdb003a1412760a2cacbbc82a000001907fac46b8000004030046304402204244bc82ec04c88a67e3fcb23a2ed2e8f8de1afbed3dd8aaeb36c3ac0b5313a302200b829da03b0946b2d6dd76d1bc845f2cfa6ebef11d6b1ae5de7a209416bb18ce300d06092a864886f70d01010b050003820101007b32263c3bb857924aab1e9b904fab52531ffc6c53784606517de4ffec810b532a762b0db5aa0c17541610df69700cbcfa972c7009d5e35c8a0bcf28405d54917dce4c18b62ed55d0c59925c5c8de9cd515aa16c00a649cba9a681f4245fcce624ae2d18ae5eaa1ed21d8744681772369fb62ea76fb775b6ab66c6e426cc8f77ab9bf4d7a1d12a01e310646c1646777fc7aac047ba5c7aba89867e7c35715ac4237b3404bf1a39f5920424de766ccc3db66037548015ac5d9ba792959359cb1ce0b4c5b917c9470dbf97d2ccbe105f47d6d7a1ba342f1619f560b48eab317b32a4db24dfb2aba91d299fe5a1382af61eac7ac3245ecdcbfc4be52db097ef2ad7,3082049030820378a003020102021100804e003a272bc518e34da4b1fc9b7833300d06092a864886f70d01010b0500304c3120301e060355040b1317476c6f62616c5369676e20526f6f74204341202d20523331133011060355040a130a476c6f62616c5369676e311330110603550403130a476c6f62616c5369676e301e170d3234303131373033323433325a170d3236303131373030303030305a3058310b300906035504061302424531193017060355040a1310476c6f62616c5369676e206e762d7361312e302c06035504031325476c6f62616c5369676e2041746c617320523320445620544c53204341203230323420513230820122300d06092a864886f70d01010105000382010f003082010a02820101008be6f39245879fd1417872761fc627b6ecac8a5b89383be2b5f9193f8cb5256027d1aa87ec2f18f4c7ceeb8987db1ff7c5605dc2d945554bdccbc31b50e5ecd070ccc3eccd9fa8135a373e720ec91cd5e86b1c314a0f2cc254ea68336ccd734dc326d7320b1c9976d5cc15f3a3afc11b01d1424fbd4f78d356513911912484e441717f373e6542eeb0917910dc6b33a489d9aa87fc9b0bb83daac28303df214a46db863eac20d5eb3654c3d8848dc8e8dbd16ca585cd9fad7656132225188f1afbb56dfdc6f60a6a34cba2a1f357edfbc44084d5f10c1bf5c667755c649604b101a7e2820fab10253b1c10e0490688a03360e1b5b4a7ecfb910f2fa51c89b9c30203010001a382015f3082015b300e0603551d0f0101ff040403020186301d0603551d250416301406082b0601050507030106082b0601050507030230120603551d130101ff040830060101ff020100301d0603551d0e04160414af0d02d0c31b9e58f8ef37622de7035d9e414a8a301f0603551d230418301680148ff04b7fa82e4524ae4d50fa639a8bdee2dd1bbc307b06082b06010505070101046f306d302e06082b060105050730018622687474703a2f2f6f637370322e676c6f62616c7369676e2e636f6d2f726f6f747233303b06082b06010505073002862f687474703a2f2f7365637572652e676c6f62616c7369676e2e636f6d2f6361636572742f726f6f742d72332e63727430360603551d1f042f302d302ba029a0278625687474703a2f2f63726c2e676c6f62616c7369676e2e636f6d2f726f6f742d72332e63726c30210603551d20041a30183008060667810c010201300c060a2b06010401a0320a0103300d06092a864886f70d01010b05000382010100c6b026bf048ec53968b52f44cb9c4bccc32bdf8e47b2ecea5bc9bb24f4719fcec288792d04217fae2abea7b8371b79fc269b7f32be3cd462f9c1b34f3a452aacba2ccfb3e316873e9a9508265d99f71c9da241f4cc1597b5cdbc9a4f4cce535c18a90d654a07fb68200d2b9233c36d107e202de4b2c4fefda930d1389f41d9221e13dc426428383a465245bd1b9ec7afa38b0ae9b14c461b997b5e275df8505d417f6472ebe27aa07794318349b867d52e9c30fea9e5138d7363c09c16a9f1a6e1c721efb738dbdafebfff524a387aee9fee37cca7d1ca64dd33a76e8c083ce95d19370e5b306fe19dcf8c268042ae9d4900997fea1df5df5b01dc59d8a07994									
2382	1743638038.203654000	192.168.0.235	151.101.190.167	52030	443		0x0303,0x0303	20																	
2518	1743638038.270763000	192.168.0.235	3.162.20.70					1	8cb4969f5684dd25f4b069100cb10d0e99bfabe6fdc5c3eb8d59bfb68d660987	0x1301,0x1302,0x1303	0x11ec,0x001d,0x0017,0x0018	4588,29	76a058828a35b2a29189f8adb3a95f149ab3def97f094a74103864ad84ae6227b00cdc9d28a55573e0851b310a0cb6bbb78b99d69686459627191cb43ce7a79a69283cc9aef5f21af1e50651d802b464b6b341a03f89ad62fac12c875a0e6c4b0fb589bd9b03ba12a30fd469e5d320cf182e5957017ac0932ff7ba75e7481a73b54fea15baec24aaf92f5711c86022bb82d5cbc1f383a9671788fb09a9b3533b6414b2e8582ea9864f2bc094625c83035df1f29cac8a503dc0cd964a882eb418971b4981547d656949f03b3dabc22fdaa968267229767ca465a226257590a9584819a02892da0b603c0754f0b549042a31f6910b876836b2c13d0476aaa16c4b10b279f60dcb18608c5a3a36d6a5251b49ed705f09c484e7acc6e47a44af483557ea73ca4c5a3d531ea0551188fb7967d0a5cde2ae4bd941b318aabf647ebfec6afdb5c928f1089e751366d89fdc5b44085bc713aca16b17b2303216df86b369449bd90371e511ca4fd742bf156d5b8b53cda42e75cbca3ee6067a5718f75ca3f3c3a3b77b1d305cc7b5779a4be0a6b2b5324ab861f647289ea357adbc9147463a49b9a6a7b6b111e94ea8406060fb8f872945652ac758bc73df34935c004bc1bb0b91933891e9cc9e32bc0adbcd254c673e790d392855ed0a425723c56ca1473ed56ee2d9ae1bd3a34c723147d4c86e5134a8ba8c68104bf958ca4e53baa8a373ae0854039aaea499bb717c6df9cb84c5aa05edb64dd907640a2c72c1a42c9c9bb4e4d6702b0678227431e4d6af6b2932cd0637e0e0b0ab5b18609023c427be216303a1f28751400b37706a0b0ca300f8cb94a83e954c376da704b4b2147ceb0ffef2c2bbc0629e24b8c4213e81a1081d768ae9d7767ff84d01db02c8895866137bfa32282b4990e2a0cd185ab0b777babda145f961120922274275694d584b9430921c684e23f086f8e2780673b405b64a5e89bf52a11a6baa2933517f22e1aaca5199e76b5fbe31421c501cefb86db946682003955428a8a9a520b4d00b00991bf3223099f326e233578f91b3306c02ed451f4d5b3abbb012cdf01b2948b13be4547556ae6dfbace1d24114a938719b5a91c32cbe419cc865532e6a20b034b658a224dd548a89597cf20494316526ebe6107b61c30a79378607b15d735a556624eec88a63f0185705cdce27cce5a386da03293c96aca09a7f7326a7c264a7f4f84e5d799c3cf2a763b9c202ec6d543366a805c0d5107a1c1267b2007e413b708ad31045f13b1cf403cdfa82aa704957a7be63077aab38ae86f52c8979bde61a78c12172f6d77b0b2b24f4716a778327dd900618fcb86bccab0bc362eb2c9d0cca6c232c45e104728d7c84ad4301e75c4f8a6a1bc6d9c19172378e4ab3b6104e219c4f20d496f19401dd3aaf179a629ff1adea7a7cd8f059a4b3c81437903c9076ccdbb9ba902cebc6ac0eb0473f122ce6c2c85663ac0be718e2a17c04284d173c4cb6c31b740754cf83b719893f558412126b6d22784dc22c2c11ca5de36acd964cabc934465e5c40e86187b426c3bceba4e831a51c05409074175272bde8b6b5802a8b90966cddd882a8569552c80c7078753484a0c3c236d92890c9606ee61065071226fe5c16a62208ae9433a6767b53223a7e8b5e153bd10e9fca2caeb4e9924ff0fb64b7b270fbac2e2efc685e6b8edb6ded875a5c7735fff2d3244c,1916a94eab706a6591d826999c8ced736bbabafc5004b63d5814caec4f803209												
2540	1743638038.284556000	192.168.0.235	3.162.20.15	52031	443	fb882144a5824277ec1b2ba5b191f63fb2ec361ac4a3e57238997504a88ecdbd	0x0301	1	f9cb938bf93f4cfb83fc96eb640dceaf24be1f26522837b66b097680f0a89bfd	0x9a9a,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035	0xeaea,0x11ec,0x001d,0x0017,0x0018	60138,4588,29	00,caf51739ab86240a3ccf2c1d03788a29f5b18cd57302938db958a85ebbc3c9bc393c784cce717776cb0a5f01b137885d779bb91847c0de80b869423502f749741560b7704b41db42b7601a53ecb41b8ac416a626f2669f2ad0545622b73efa96e8e12cb4b2afd7b29e30c847a8944fa52741129c165e0313ff522481a0ca70a8a0c3b4ac6c426a653339e3b7416fd3261fb8a319648c8bb15b663a92bf68c7be371c9f6a07c587518992287eb3a1fff1207a455f774781c73a54ff169f33a399a4915d57e97493f17e66caa648120338273dff543b58d51ddf1b66442b4339952cc4d1b2ae241a9f88298ee3bfb6b9aaa2fc6aaa0ac0ab52098a2b520e2998dd77115373376d628a239372b5d5330119657f9ca1b7627910e96c57223b0d510b921a98dfc39785b70a53290e2a758081ba9cfef6960a92327217347dc34593299ef974840980afd31b3cf3869c5c85472900844da08e4e9bc9f1da8bd05409ffd57eddd9b741cbbe1ce29c91e78d1137c4834670c6d38094c9887a5ac70f1a0ee7d1a1d8547e4c438efc0057984742625cc03eb7a7803442621b578900af366bab21dac414cca50b223e00a9671dbb1e51454dd65428bf4c38aef7910650115aa88b455c8b52a9096a23500f8797cc5c462d76b8df8391d28809798a13e455300f221c94e118e311c9a6284798070268529233d03a080b51929bcb8b42cf331c79854575658b94f80257d137ca6e694ef83c2f272460cf79b763f91e7368bb1ddacb2c3021e7b3540c4c8766f1cbd0851a96271df8c6a732d701c55161d4c0508b9b23391bae06112c1a818450aa713e75b015dca3471b8e8fd672d69b753f94463940b48a9573db53536c04c74c53471a6c05620915d521643334b9dfb047c6775b1837570fd58a965889a1b37aa94993ea663112583a17daced6ec1ba3c70fb03a0f92dab687ecbc82ac4d92d993e51a31e17227a9323986fa1ef713b47fc0b9d6586287965947694e52361ac92027971a050422c4fff462396a5cb828bd1e896cd78c01aa10aa8152289214b6034525fef17ed0f52c58b6762c9b6146939d095bb07b52acb60739f974bd33d28fc2013464d54173a62338e00d4ec6111ed4abe7226bd30b103ea097077a0893050150fa71911bcbecd77338ab19709502af00859f4cb2954075e71b344ec53c338593e827362df0448cc08387736cd0b797d657bf6e0410b66727859b6bb4dc6228da4e7ac3848567b2275bb4d7c268d4e7a40bc4c25ee3c9461225ec1c1c3128cc1e2040e2b62e02ab8a521912824c4a017017a3b9bbc11b6fb3d6821bd39f5e4284ee094aee0aa63f73c1e0742a931776ecda0dcf02803a5a72ae5b1ca90295fca4c69ce024e37aab9e9294cc3b1221586f66347c702931671c59e3d24dffb796c47923ff92012b435fa8414780227f7a05738ee4c83964a9ca6cba6a287fed8236d480aba36cb616577119f911a221bbca541f7aabc738d2ce17968e043c42ac025ebfe8722a73907a730380db7c3c32954c2b240854a4cb5298bc657514c2931bdb20150101c1b33f1582862b673740e82492b689ea94156bd50c2e9cb2c46b19a2bab0b2ec4abd7acc4716b19fec00b578b10d6efa99f1ed45db5a718aa408d9ef22c299d29b921c06d1da05e18dc80dca58bfed24363d0e83eb327d7b6ac69880ceb2371271e983d99716b491357d,29772c54aae64ab1b2d413fdf08d809fa400511a1b8fd07acf279cc7e4004f4c												
